Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,AST,HST,AvgLast5AwayGoalsScored,AvgLast5HomeCorners,HF,AS,AF,AvgAwayGoalsConceded,AvgAwayGoalsScored,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,B365AHA,MaxC_gt_2.5,AvgLast5HomeGoalsScored,B365C_gt_2.5,B365CAHA,AwayOver2.5Perc,HY,MaxC_lt_2.5,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,Last5AwayOver2.5Perc,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2024-03-30,E0,15:00,Tottenham,Luton,H,A,J Gillett,2023/2024,3,4,2.0,7.6,16,7,14,2.53,1.26,7.21,100.0,4.0,1.98,1.23,2.2,1.22,2.08,73.68,2,4.6,2.02,11.58,84.21,3.0,4.3,17,4.2,11.8,8.6,7.28,80.0,1.4,1,0
2024-04-03,E0,19:30,Arsenal,Luton,H,H,C Pawson,2023/2024,1,4,1.2,6.0,12,5,8,2.53,1.26,6.79,80.0,3.2,2.04,1.34,3.2,1.3,1.91,73.68,1,3.7,2.07,10.44,73.68,2.6,3.65,13,4.0,10.0,7.6,6.79,60.0,0.6,0,0
2024-04-13,E0,15:00,Man City,Luton,H,H,J Brooks,2023/2024,2,13,1.2,9.2,7,4,6,2.53,1.26,8.16,60.0,2.2,2.02,1.25,2.6,1.22,1.87,73.68,1,4.6,2.1,11.3,57.89,2.8,3.45,33,3.4,12.6,7.4,7.85,60.0,0.6,1,1
2024-04-27,E0,15:00,Wolves,Luton,H,H,D Coote,2023/2024,6,5,1.2,4.0,14,9,14,2.53,1.26,5.21,60.0,5.2,1.89,1.71,1.0,1.67,1.95,73.68,3,2.38,1.91,9.96,63.16,3.0,4.34,13,3.0,7.0,6.6,5.62,80.0,1.4,1,0
2024-05-11,E0,15:00,West Ham,Luton,H,A,M Oliver,2023/2024,1,8,0.8,7.2,9,4,15,2.53,1.26,4.68,40.0,6.6,1.87,1.43,1.4,1.4,2.03,73.68,1,3.17,1.91,10.18,52.63,2.8,4.61,24,3.6,10.8,5.8,5.57,80.0,1.4,1,1
2023-08-27,E0,14:00,Sheffield United,Man City,A,D,J Gillett,2023/2024,9,2,2.5,3.0,11,30,2,0.95,2.37,4.11,50.0,8.5,1.96,1.66,0.5,1.57,1.85,68.42,3,2.45,2.01,10.96,84.21,0.5,6.93,6,8.5,11.5,3.5,4.03,100.0,1.5,1,1
2023-09-16,E0,15:00,West Ham,Man City,A,H,A Madley,2023/2024,15,3,2.67,3.5,7,29,11,0.95,2.37,4.68,100.0,10.0,2.07,1.83,2.0,1.73,2.1,68.42,3,2.23,2.11,11.35,52.63,0.67,6.94,6,9.33,12.83,3.67,4.41,100.0,2.0,1,1
2023-09-30,E0,15:00,Wolves,Man City,H,H,C Pawson,2023/2024,8,1,2.25,3.0,18,23,12,0.95,2.37,5.21,100.0,4.33,1.96,1.75,1.33,1.67,1.88,68.42,5,2.36,2.0,10.78,63.16,1.0,6.22,3,8.5,11.5,2.75,4.56,100.0,2.67,1,0
2023-10-08,E0,16:30,Arsenal,Man City,H,D,M Oliver,2023/2024,1,2,1.8,8.8,8,4,7,0.95,2.37,6.79,80.0,3.4,2.11,2.13,2.0,2.08,2.08,68.42,2,2.04,2.13,11.49,73.68,1.0,5.44,12,7.6,16.4,3.2,6.05,80.0,1.2,0,0
2023-10-29,E0,15:30,Man United,Man City,A,A,P Tierney,2023/2024,10,3,1.8,8.6,9,21,4,0.95,2.37,7.84,80.0,5.0,1.87,1.74,1.2,1.65,2.02,68.42,4,2.4,1.91,13.32,68.42,1.0,6.69,7,9.0,17.6,3.4,6.63,80.0,2.0,1,1
2023-11-12,E0,16:30,Chelsea,Man City,D,D,A Taylor,2023/2024,10,9,2.2,5.6,12,15,15,0.95,2.37,6.11,40.0,4.4,1.96,1.87,1.2,1.83,1.97,68.42,5,2.13,2.01,11.45,63.16,1.6,6.03,17,7.2,12.8,3.8,5.42,80.0,2.0,1,0
2023-12-06,E0,20:15,Aston Villa,Man City,H,D,J Brooks,2023/2024,2,7,1.6,4.6,13,2,13,0.95,2.37,6.0,80.0,3.2,1.92,1.72,3.4,1.62,2.08,68.42,2,2.44,1.97,10.71,78.95,1.6,5.41,22,5.0,9.6,4.2,5.3,60.0,0.8,0,0
2023-12-10,E0,14:00,Luton,Man City,A,H,T Robinson,2023/2024,6,2,1.8,4.4,16,18,6,0.95,2.37,6.63,60.0,5.8,1.95,1.62,1.4,1.53,2.03,68.42,2,2.58,2.02,11.71,68.42,1.4,5.97,4,4.4,8.8,5.4,5.74,60.0,1.8,1,0
2023-12-27,E0,20:15,Everton,Man City,A,H,J Brooks,2023/2024,9,2,2.4,5.2,13,23,5,0.95,2.37,5.11,60.0,4.4,2.01,2.0,1.4,1.95,2.15,68.42,4,2.05,2.07,10.99,36.84,1.4,5.94,7,4.4,9.6,6.0,5.05,80.0,1.4,1,1
2024-01-13,E0,17:30,Newcastle,Man City,A,H,C Kavanagh,2023/2024,11,5,2.4,5.8,7,27,7,0.95,2.37,5.89,80.0,4.2,1.98,1.84,2.2,1.67,1.89,68.42,1,2.33,1.99,11.17,68.42,1.8,5.71,12,4.6,10.4,5.2,5.46,80.0,1.4,1,1
2024-02-05,E0,20:00,Brentford,Man City,A,D,J Gillett,2023/2024,15,3,2.2,7.2,2,25,4,0.95,2.37,4.84,100.0,7.2,1.94,1.55,1.8,1.5,2.05,68.42,1,2.72,1.95,11.53,68.42,1.2,6.41,9,6.6,13.8,6.2,5.12,80.0,2.4,1,1
2024-02-24,E0,17:30,Bournemouth,Man City,A,A,J Gillett,2023/2024,6,4,2.4,7.0,14,15,6,0.95,2.37,7.05,60.0,6.2,1.91,1.54,1.2,1.48,1.98,68.42,2,2.78,1.95,12.69,63.16,1.0,6.43,13,8.2,15.2,5.6,6.26,80.0,1.6,0,1
2024-03-10,E0,15:45,Liverpool,Man City,D,A,M Oliver,2023/2024,6,6,2.2,8.8,6,10,10,0.95,2.37,8.58,80.0,3.0,2.0,1.52,3.2,1.48,2.07,68.42,0,2.88,2.02,12.89,68.42,1.0,5.59,19,8.4,17.2,5.8,7.3,60.0,1.2,0,1
2024-04-06,E0,12:30,Crystal Palace,Man City,A,D,P Tierney,2023/2024,8,4,2.4,6.8,13,18,3,0.95,2.37,5.42,80.0,5.2,1.95,1.73,2.0,1.67,2.05,68.42,1,2.29,1.97,11.39,63.16,1.2,6.15,7,9.4,16.2,4.6,5.24,60.0,2.0,1,1
2024-04-25,E0,20:00,Brighton,Man City,A,A,J Gillett,2023/2024,6,3,2.6,6.4,10,14,3,0.95,2.37,7.05,60.0,3.8,1.98,1.47,1.2,1.36,2.02,68.42,2,3.2,2.0,11.85,57.89,0.8,5.73,7,7.6,14.0,4.8,6.12,60.0,1.8,1,0
2024-04-28,E0,16:30,Nott'm Forest,Man City,A,A,S Hooper,2023/2024,5,2,2.4,4.8,8,11,6,0.95,2.37,4.32,40.0,6.4,1.91,1.58,1.2,1.5,1.9,68.42,0,2.72,2.06,10.76,52.63,0.6,6.39,14,6.0,10.8,4.0,4.37,40.0,1.4,0,0
2024-05-11,E0,12:30,Fulham,Man City,A,A,A Taylor,2023/2024,9,1,3.0,5.0,9,16,6,0.95,2.37,5.89,60.0,5.6,2.06,1.35,1.0,1.33,2.05,68.42,1,3.54,2.07,11.26,63.16,0.6,6.04,1,5.8,10.8,3.6,5.22,60.0,1.8,1,0
2024-05-14,E0,20:00,Tottenham,Man City,A,D,C Kavanagh,2023/2024,5,5,3.2,7.8,14,8,11,0.95,2.37,7.21,80.0,4.2,1.98,1.32,1.8,1.29,2.06,68.42,3,4.1,2.03,12.12,84.21,0.4,5.9,10,5.8,13.6,3.6,6.22,60.0,1.6,0,1
2024-08-18,E0,16:30,Chelsea,Man City,A,A,A Taylor,2024/2025,5,3,2.0,4.0,12,11,9,1.11,1.53,6.47,0.0,3.0,1.86,1.61,0.0,1.57,1.99,47.37,1,2.52,1.86,10.23,57.89,0.0,4.94,10,3.0,7.0,4.0,5.29,0.0,2.0,0,0
2024-08-31,E0,17:30,West Ham,Man City,A,A,M Oliver,2024/2025,8,2,2.5,4.0,10,23,3,1.11,1.53,4.63,100.0,7.0,2.04,1.58,1.0,1.53,1.95,47.37,3,2.73,2.05,10.33,57.89,0.5,6.1,10,7.0,11.0,3.5,4.23,50.0,2.5,1,1
2024-09-28,E0,12:30,Newcastle,Man City,D,A,J Gillett,2024/2025,6,4,2.0,5.0,14,16,10,1.11,1.53,6.21,33.33,10.0,2.01,1.63,1.33,1.57,1.88,47.37,4,2.49,2.05,11.74,63.16,0.67,6.49,11,6.67,11.67,4.0,5.25,33.33,0.67,0,1
2024-10-20,E0,14:00,Wolves,Man City,A,D,C Kavanagh,2024/2025,7,2,2.0,3.0,8,22,5,1.11,1.53,3.89,100.0,10.0,1.88,1.52,1.25,1.5,2.08,47.37,4,2.79,1.91,10.53,57.89,0.75,6.83,3,9.5,12.5,3.25,3.7,50.0,3.0,1,1
2024-11-02,E0,15:00,Bournemouth,Man City,H,H,M Oliver,2024/2025,4,6,1.8,6.2,11,18,6,1.11,1.53,6.32,40.0,6.0,1.99,1.64,1.6,1.57,1.95,47.37,2,2.59,2.01,11.64,31.58,1.0,6.29,12,9.6,15.8,3.2,5.35,60.0,0.8,1,1
2024-11-09,E0,17:30,Brighton,Man City,H,A,S Barrott,2024/2025,6,4,1.6,6.2,12,15,10,1.11,1.53,4.79,80.0,4.0,1.95,1.53,1.8,1.44,2.07,47.37,3,2.9,2.0,10.38,68.42,1.4,5.95,10,9.8,16.0,2.4,4.43,80.0,1.4,1,0
2024-12-01,E0,16:00,Liverpool,Man City,H,H,C Kavanagh,2024/2025,2,7,1.0,4.6,9,8,8,1.11,1.53,6.53,60.0,7.0,2.05,1.57,2.2,1.49,1.86,47.37,1,2.75,2.1,11.37,63.16,1.6,6.06,18,8.4,13.0,3.2,5.31,60.0,0.4,0,1
2024-12-07,E0,15:00,Crystal Palace,Man City,D,D,R Jones,2024/2025,4,3,1.2,5.2,4,12,10,1.11,1.53,4.58,20.0,8.2,2.01,1.73,0.8,1.62,1.95,47.37,1,2.42,2.04,11.01,47.37,1.8,6.7,12,8.8,14.0,3.4,4.31,80.0,1.2,1,1
2024-12-21,E0,12:30,Aston Villa,Man City,H,H,P Bankes,2024/2025,6,6,1.0,9.6,14,12,7,1.11,1.53,7.47,60.0,3.6,1.86,1.66,1.8,1.62,1.95,47.37,3,2.44,1.88,11.7,57.89,2.0,5.28,11,6.0,15.6,4.2,6.42,80.0,1.0,1,0
2024-12-29,E0,14:30,Leicester,Man City,A,A,M Oliver,2024/2025,5,4,1.2,4.0,11,14,6,1.11,1.53,4.21,80.0,5.6,1.9,1.37,1.2,1.33,1.92,47.37,2,3.56,1.96,10.03,47.37,1.6,5.94,11,4.8,8.8,4.4,4.09,60.0,2.0,0,0
2025-01-14,E0,19:30,Brentford,Man City,D,D,A Taylor,2024/2025,8,6,1.4,5.0,4,21,4,1.11,1.53,5.16,80.0,4.2,2.03,1.44,2.2,1.44,1.99,47.37,0,3.01,2.05,10.55,63.16,1.6,5.76,18,5.0,10.0,5.2,4.79,60.0,2.0,1,0
2025-01-19,E0,16:30,Ipswich,Man City,A,A,S Barrott,2024/2025,9,4,2.6,3.4,4,17,7,1.11,1.53,4.11,60.0,7.4,2.0,1.57,0.6,1.5,2.03,47.37,0,2.74,2.03,10.25,52.63,1.2,6.25,8,5.6,9.0,4.6,4.0,80.0,2.8,1,1
2025-02-02,E0,16:30,Arsenal,Man City,H,H,P Bankes,2024/2025,4,7,2.4,7.6,6,7,7,1.11,1.53,7.42,60.0,2.0,1.91,1.76,2.0,1.57,2.01,47.37,2,2.44,1.91,11.03,52.63,1.8,4.81,12,4.4,12.0,4.4,6.22,80.0,0.8,1,0
2025-02-26,E0,19:30,Tottenham,Man City,A,A,J Gillett,2024/2025,5,6,2.4,7.6,12,12,15,1.11,1.53,7.16,60.0,5.4,2.06,1.37,1.0,1.33,1.78,47.37,3,3.43,2.08,11.96,73.68,1.4,5.83,11,4.2,11.8,5.0,6.13,60.0,1.4,0,1
2025-03-08,E0,12:30,Nott'm Forest,Man City,H,D,C Kavanagh,2024/2025,3,4,2.0,2.4,9,14,7,1.11,1.53,4.26,40.0,7.2,1.9,1.67,2.4,1.57,1.97,47.37,3,2.51,1.91,10.08,31.58,1.6,6.08,9,3.8,6.2,4.8,4.0,60.0,0.6,0,0
2025-04-06,E0,16:30,Man United,Man City,D,D,J Brooks,2024/2025,5,2,1.6,5.4,13,9,9,1.11,1.53,5.58,40.0,4.0,1.85,1.68,1.0,1.67,1.85,47.37,3,2.43,1.87,10.19,52.63,1.2,5.15,13,3.4,8.8,5.0,5.04,40.0,1.6,0,0
2025-04-19,E0,15:00,Everton,Man City,A,D,S Hooper,2024/2025,7,3,0.8,4.0,7,12,6,1.11,1.53,4.26,40.0,6.0,1.97,2.0,1.2,1.86,1.95,47.37,4,2.06,2.0,9.87,47.37,1.2,5.73,8,3.0,7.0,4.6,4.14,20.0,1.6,0,0
2025-05-10,E0,15:00,Southampton,Man City,D,D,T Robinson,2024/2025,5,0,0.6,2.0,9,26,8,1.11,1.53,3.16,60.0,9.0,1.92,1.45,0.6,1.4,2.04,47.37,2,3.2,1.92,10.0,68.42,0.2,6.75,2,5.6,7.6,3.8,3.25,0.0,1.6,0,1
2025-05-25,E0,16:00,Fulham,Man City,A,A,A Madley,2024/2025,5,3,0.8,4.4,11,20,5,1.11,1.53,5.32,60.0,4.8,2.0,1.61,1.4,1.57,1.8,47.37,0,2.6,2.04,10.22,63.16,0.2,5.68,13,6.2,10.6,2.4,4.54,0.0,1.8,0,0
2025-08-16,E0,17:30,Wolves,Man City,A,A,J Gillett,2025/2026,4,3,4.0,4.0,13,15,7,1.18,1.64,3.18,100.0,6.0,2.0,1.8,0.0,1.8,1.88,54.55,1,2.15,2.0,8.55,54.55,0.0,4.89,9,6.0,10.0,4.0,3.66,100.0,4.0,1,0
2025-08-31,E0,14:00,Brighton,Man City,H,A,D England,2025/2026,3,7,2.5,3.5,16,12,14,1.18,1.64,5.55,50.0,2.5,1.88,1.63,1.5,1.53,2.05,54.55,2,2.4,1.88,9.13,54.55,1.0,4.27,12,4.0,7.5,3.5,4.86,100.0,1.0,1,0
2025-09-21,E0,16:30,Arsenal,Man City,D,A,S Attwell,2025/2026,3,3,2.0,7.0,11,5,10,1.18,1.64,5.92,66.67,2.67,1.98,1.8,3.0,1.8,1.83,54.55,1,2.1,1.98,9.24,58.33,1.0,3.57,12,3.33,10.33,6.0,5.67,66.67,0.33,0,1
2025-10-05,E0,16:30,Brentford,Man City,A,A,D England,2025/2026,4,1,1.75,3.5,10,10,6,1.18,1.64,4.0,50.0,4.75,1.8,1.62,1.5,1.62,2.05,54.55,3,2.43,1.8,8.54,58.33,0.75,4.35,6,3.0,6.5,5.25,4.19,50.0,1.0,0,0
2025-10-26,E0,14:00,Aston Villa,Man City,H,H,M Oliver,2025/2026,4,3,1.4,5.2,8,18,16,1.18,1.64,5.18,60.0,5.0,1.78,1.75,1.2,1.67,1.85,54.55,1,2.28,1.85,9.41,63.64,0.8,4.41,9,3.6,8.8,5.2,5.0,40.0,1.0,0,1
2025-11-22,E0,17:30,Newcastle,Man City,H,D,S Barrott,2025/2026,4,5,0.8,6.8,13,17,8,1.18,1.64,7.42,60.0,5.8,1.95,1.68,1.6,1.62,1.95,54.55,1,2.4,1.96,11.13,66.67,1.2,4.72,9,4.2,11.0,5.4,6.41,40.0,0.8,1,1
2025-12-02,E0,19:30,Fulham,Man City,A,A,C Pawson,2025/2026,4,6,1.6,6.4,9,11,7,1.18,1.64,5.17,60.0,5.4,1.9,1.73,2.2,1.73,1.8,54.55,0,2.3,1.9,9.99,58.33,1.6,4.77,12,4.2,10.6,6.2,5.22,40.0,1.4,1,0
2025-12-14,E0,14:00,Crystal Palace,Man City,A,A,D England,2025/2026,6,4,2.0,4.4,9,7,6,1.18,1.64,3.83,60.0,4.8,1.83,1.75,1.2,1.73,1.85,54.55,2,2.25,1.83,8.41,41.67,1.4,4.31,16,4.2,8.6,4.4,4.1,60.0,1.6,1,0
2025-12-27,E0,12:30,Nott'm Forest,Man City,A,D,R Jones,2025/2026,5,2,2.2,6.2,5,16,13,1.18,1.64,6.36,80.0,3.8,2.0,1.66,1.8,1.62,2.05,54.55,1,2.38,2.0,10.01,63.64,1.6,4.3,7,4.8,11.0,4.8,5.71,80.0,1.4,1,0
2026-01-01,E0,20:00,Sunderland,Man City,D,D,J Gillett,2025/2026,4,4,2.2,3.4,9,14,6,1.18,1.64,3.73,40.0,5.0,1.85,1.68,1.4,1.62,1.98,54.55,1,2.3,1.86,8.34,45.45,1.4,4.4,10,4.6,8.0,4.4,3.94,80.0,1.0,0,0
2026-01-17,E0,12:30,Man United,Man City,H,D,A Taylor,2025/2026,1,7,2.0,4.4,13,7,8,1.18,1.64,4.45,20.0,6.2,1.93,1.53,1.8,1.53,2.03,54.55,2,2.75,1.95,8.89,36.36,1.4,4.53,11,4.0,8.4,3.6,4.36,60.0,1.2,0,0
2023-08-19,E0,17:30,Tottenham,Man United,H,D,M Oliver,2023/2024,6,6,0.0,5.0,9,22,8,1.58,1.37,7.21,0.0,6.0,2.08,1.55,2.0,1.53,1.99,57.89,1,2.65,2.13,11.67,84.21,2.0,4.65,17,6.0,11.0,5.0,7.02,0.0,0.0,0,1
2023-09-03,E0,16:30,Arsenal,Man United,H,D,A Taylor,2023/2024,2,5,0.5,9.33,8,10,7,1.58,1.37,6.79,100.0,3.0,1.92,1.53,2.33,1.44,1.97,57.89,2,2.84,1.94,11.22,73.68,2.5,3.65,17,4.5,13.83,8.5,7.57,50.0,1.33,1,1
2023-09-23,E0,20:00,Burnley,Man United,A,A,T Harrington,2023/2024,4,4,0.67,6.5,6,11,12,1.58,1.37,5.58,75.0,5.0,1.95,1.75,0.75,1.73,2.03,57.89,1,2.31,2.01,11.1,57.89,1.67,4.46,12,4.67,11.17,8.67,6.64,33.33,3.0,0,1
2023-10-21,E0,20:00,Sheffield United,Man United,A,D,M Oliver,2023/2024,5,6,1.0,3.4,12,14,10,1.58,1.37,4.11,80.0,6.6,1.91,1.53,0.8,1.44,2.02,57.89,3,2.83,1.94,10.32,84.21,1.5,4.89,12,4.5,7.9,7.75,5.43,50.0,3.0,1,0
2023-11-04,E0,12:30,Fulham,Man United,A,D,J Brooks,2023/2024,5,3,1.0,7.4,9,12,15,1.58,1.37,5.89,40.0,3.2,1.94,1.9,0.8,1.75,2.08,57.89,5,2.14,1.96,11.04,63.16,1.2,4.21,18,4.4,11.8,8.0,6.83,40.0,1.4,0,1
2023-11-26,E0,16:30,Everton,Man United,A,A,J Brooks,2023/2024,4,6,1.6,4.2,10,9,8,1.58,1.37,5.11,60.0,6.4,1.9,1.96,1.0,1.94,1.97,57.89,3,2.03,1.91,10.77,36.84,0.8,4.67,24,4.2,8.4,8.2,6.1,60.0,1.4,1,1
2023-12-02,E0,20:00,Newcastle,Man United,H,D,R Jones,2023/2024,1,4,1.4,4.4,6,8,13,1.58,1.37,5.89,40.0,5.4,1.98,1.81,2.4,1.73,1.92,57.89,1,2.34,2.03,10.79,68.42,0.4,4.34,22,4.2,8.6,7.2,6.45,40.0,0.2,0,0
2023-12-17,E0,16:30,Liverpool,Man United,D,D,M Oliver,2023/2024,1,8,1.2,8.2,13,6,8,1.58,1.37,8.58,60.0,3.8,2.0,1.45,2.4,1.36,2.03,57.89,2,3.41,2.13,12.07,68.42,0.4,3.7,34,3.2,11.4,7.8,8.37,40.0,0.6,0,1
2023-12-23,E0,12:30,West Ham,Man United,H,D,S Hooper,2023/2024,3,5,0.8,5.0,13,11,15,1.58,1.37,4.68,40.0,4.0,1.93,1.69,1.8,1.6,2.09,57.89,2,2.45,1.96,10.17,52.63,0.6,4.28,12,3.2,8.2,7.6,5.89,20.0,0.8,0,0
2023-12-30,E0,17:30,Nott'm Forest,Man United,H,D,T Robinson,2023/2024,5,2,0.8,5.2,9,10,11,1.58,1.37,4.32,60.0,4.4,1.89,1.79,1.2,1.73,1.94,57.89,2,2.31,1.91,10.09,52.63,1.0,4.48,8,3.4,8.6,6.6,5.61,40.0,2.0,1,0
2024-02-01,E0,20:15,Wolves,Man United,A,A,J Gillett,2023/2024,8,7,1.0,5.8,10,21,10,1.58,1.37,5.21,60.0,4.8,1.9,1.92,2.0,1.9,2.1,57.89,2,2.03,1.95,10.43,63.16,1.6,4.31,16,3.4,9.2,6.2,6.12,40.0,1.2,1,0
2024-02-11,E0,16:30,Aston Villa,Man United,A,A,R Jones,2023/2024,5,10,1.4,7.2,9,17,7,1.58,1.37,6.0,60.0,4.2,2.01,1.53,1.4,1.5,2.03,57.89,3,2.74,2.01,10.76,78.95,1.6,4.01,23,4.4,11.6,6.8,6.75,60.0,1.6,1,1
2024-02-18,E0,16:30,Luton,Man United,A,A,D Coote,2023/2024,9,4,1.8,8.2,7,21,21,1.58,1.37,6.63,80.0,4.0,2.05,1.59,1.8,1.5,2.03,57.89,3,2.69,2.06,11.58,68.42,1.8,4.46,22,5.6,13.8,6.0,7.12,80.0,1.6,1,1
2024-03-03,E0,15:30,Man City,Man United,H,A,A Madley,2023/2024,1,8,2.0,10.6,5,3,10,1.58,1.37,8.16,40.0,1.4,1.98,1.38,2.0,1.36,1.95,57.89,0,3.3,2.0,11.94,57.89,2.0,3.52,27,5.2,15.8,8.2,8.42,100.0,0.6,1,1
2024-03-30,E0,20:00,Brentford,Man United,D,D,S Hooper,2023/2024,5,5,2.0,5.8,7,11,14,1.58,1.37,4.84,80.0,6.6,1.93,1.46,1.6,1.44,2.05,57.89,2,2.93,1.96,11.05,68.42,1.8,4.74,31,5.0,10.8,10.2,6.31,80.0,2.4,0,1
2024-04-04,E0,20:15,Chelsea,Man United,H,D,J Gillett,2023/2024,5,10,1.8,8.0,7,19,15,1.58,1.37,6.11,80.0,3.2,1.86,1.44,2.4,1.4,1.86,57.89,3,3.07,1.88,11.59,63.16,2.0,4.2,28,4.6,12.6,11.8,7.39,80.0,2.2,1,1
2024-04-13,E0,17:30,Bournemouth,Man United,D,H,T Harrington,2023/2024,2,5,1.8,9.2,13,8,14,1.58,1.37,7.05,80.0,3.6,2.06,1.41,2.2,1.36,1.75,57.89,4,3.25,2.1,12.21,63.16,2.2,4.24,20,3.4,12.6,11.2,7.97,80.0,1.6,1,0
2024-05-06,E0,20:00,Crystal Palace,Man United,H,H,J Gillett ,2023/2024,2,10,1.4,5.4,12,7,8,1.58,1.37,5.42,60.0,4.0,1.83,1.57,2.8,1.53,1.91,57.89,1,2.66,1.87,10.57,63.16,2.8,3.92,18,2.8,8.2,10.8,6.65,80.0,1.4,1,0
2024-05-19,E0,16:00,Brighton,Man United,A,D,C Pawson,2023/2024,4,3,1.6,6.0,10,11,9,1.58,1.37,7.05,60.0,5.0,1.95,1.35,0.4,1.3,1.87,57.89,1,3.6,2.0,11.44,57.89,2.2,3.99,17,3.4,9.4,9.2,7.45,60.0,2.2,0,1
2024-08-24,E0,12:30,Brighton,Man United,H,H,C Pawson,2024/2025,4,5,1.0,4.0,9,11,13,1.37,1.11,4.79,100.0,4.0,2.04,1.6,2.0,1.53,1.86,47.37,1,2.62,2.06,9.5,68.42,2.0,4.62,14,4.0,8.0,4.0,4.88,100.0,1.0,1,0
2024-09-14,E0,12:30,Southampton,Man United,A,A,S Attwell,2024/2025,10,4,2.0,2.0,11,20,14,1.37,1.11,3.16,50.0,8.5,1.95,1.6,0.0,1.53,2.06,47.37,1,2.56,1.96,9.53,68.42,1.0,5.94,6,5.5,7.5,2.0,3.59,100.0,2.0,1,0
2024-09-21,E0,17:30,Crystal Palace,Man United,D,D,D Coote,2024/2025,6,4,1.33,4.0,7,15,12,1.37,1.11,4.58,33.33,5.33,2.05,1.71,0.67,1.67,2.08,47.37,3,2.37,2.09,10.15,47.37,0.67,5.52,9,7.33,11.33,2.67,4.63,66.67,1.33,0,1
2024-10-06,E0,14:00,Aston Villa,Man United,D,D,R Jones,2024/2025,4,1,1.0,5.5,12,10,11,1.37,1.11,7.47,50.0,2.75,1.95,1.5,1.5,1.44,2.05,47.37,1,2.88,1.97,10.93,57.89,0.5,4.47,11,6.25,11.75,3.5,6.46,50.0,1.25,0,0
2024-10-27,E0,14:00,West Ham,Man United,H,D,D Coote,2024/2025,5,3,1.0,5.0,6,18,7,1.37,1.11,4.63,100.0,5.8,2.04,1.69,1.6,1.62,1.84,47.37,5,2.41,2.06,10.01,57.89,0.8,5.12,12,6.0,11.0,4.0,4.89,60.0,2.0,1,1
2024-11-24,E0,16:30,Ipswich,Man United,D,D,A Taylor,2024/2025,4,6,1.0,6.2,11,11,10,1.37,1.11,4.11,20.0,4.6,2.07,1.68,1.0,1.67,1.87,47.37,0,2.43,2.08,9.97,52.63,0.6,5.24,11,5.8,12.0,4.0,4.73,40.0,1.4,0,0
2024-12-04,E0,20:15,Arsenal,Man United,H,D,S Barrott,2024/2025,2,6,0.4,10.4,12,5,8,1.37,1.11,7.42,80.0,1.0,1.89,1.7,2.8,1.62,1.86,47.37,1,2.47,1.92,11.19,52.63,1.0,3.96,14,4.4,14.8,6.6,7.23,20.0,1.0,0,1
2024-12-15,E0,16:30,Man City,Man United,A,H,A Taylor,2024/2025,3,3,0.8,9.0,5,10,14,1.37,1.11,7.0,80.0,2.2,1.95,1.5,1.6,1.44,1.75,47.37,1,2.93,1.98,10.84,73.68,1.2,3.9,10,2.6,11.6,7.4,6.94,40.0,1.6,1,0
2024-12-26,E0,17:30,Wolves,Man United,H,D,T Harrington,2024/2025,4,4,0.8,3.6,12,11,12,1.37,1.11,3.89,60.0,5.2,1.95,1.77,1.8,1.73,2.06,47.37,2,2.23,2.0,9.58,57.89,1.6,4.93,7,2.8,6.4,7.0,4.65,40.0,1.6,0,0
2025-01-05,E0,16:30,Liverpool,Man United,D,D,M Oliver,2024/2025,4,6,1.0,6.8,10,13,13,1.37,1.11,6.53,60.0,5.4,1.78,1.54,2.2,1.5,1.92,47.37,2,2.8,1.85,11.08,63.16,1.6,4.66,19,3.6,10.4,7.0,6.42,40.0,1.0,1,1
2025-01-26,E0,19:00,Fulham,Man United,A,D,A Taylor,2024/2025,1,3,1.0,3.8,7,4,9,1.37,1.11,5.32,40.0,4.0,1.9,1.9,1.0,1.88,1.86,47.37,0,2.04,1.92,9.96,63.16,1.4,4.53,9,3.0,6.8,6.8,5.43,40.0,1.2,0,0
2025-02-16,E0,16:30,Tottenham,Man United,H,H,P Bankes,2024/2025,6,7,1.0,7.4,13,16,9,1.37,1.11,7.16,80.0,5.8,2.04,1.57,1.6,1.5,1.99,47.37,1,2.85,2.06,11.85,73.68,1.2,5.1,22,4.0,11.4,6.2,6.75,40.0,2.4,0,1
2025-02-22,E0,12:30,Everton,Man United,D,H,A Madley,2024/2025,3,8,1.0,5.0,12,9,9,1.37,1.11,4.26,80.0,6.2,2.1,2.34,2.2,2.2,2.08,47.37,4,1.74,2.17,10.13,47.37,1.4,5.24,9,5.4,10.4,6.0,4.89,40.0,1.4,1,1
2025-03-16,E0,19:00,Leicester,Man United,A,A,T Bramall,2024/2025,5,3,1.6,4.6,6,18,6,1.37,1.11,4.21,40.0,4.4,1.85,1.95,0.0,1.95,2.03,47.37,2,2.01,1.86,9.98,47.37,1.0,5.12,11,5.4,10.0,6.4,4.86,60.0,2.6,1,0
